iteration,steps,env_steps,internal_ticks,score_red
900,109,109,600,87.0
901,80,80,600,81.0
902,63,63,600,69.0
903,124,124,601,75.0
904,85,85,600,81.0
905,86,86,600,72.0
906,102,102,600,78.0
907,501,501,600,27.0
908,134,134,600,78.0
909,88,88,600,90.0
910,88,88,600,93.0
911,115,115,600,78.0
912,101,101,600,99.0
913,70,70,600,75.0
914,117,117,600,87.0
915,112,112,600,75.0
916,101,101,600,75.0
917,97,97,600,84.0
918,105,105,600,75.0
919,99,99,600,81.0
920,115,115,600,86.0
921,102,102,600,86.0
922,104,104,600,63.0
923,140,140,601,72.0
924,94,94,600,81.0
925,83,83,600,90.0
926,114,114,600,87.0
927,98,98,600,75.0
928,75,75,600,86.0
929,119,119,600,63.0
930,498,498,600,21.0
931,94,94,600,90.0
932,85,85,600,75.0
933,136,136,600,87.0
934,102,102,600,84.0
935,81,81,600,81.0
936,138,138,600,75.0
937,73,73,600,87.0
938,76,76,600,75.0
939,67,67,600,60.0
940,87,87,600,84.0
941,103,103,600,90.0
942,88,88,600,75.0
943,86,86,600,81.0
944,499,499,600,33.0
945,136,136,600,75.0
946,120,120,600,93.0
947,100,100,600,69.0
948,98,98,600,90.0
949,86,86,600,87.0
950,198,198,600,81.0
951,106,106,600,93.0
952,474,474,600,24.0
953,101,101,600,93.0
954,490,490,600,33.0
955,77,77,600,81.0
956,95,95,600,87.0
957,93,93,600,84.0
958,106,106,600,96.0
959,165,165,600,75.0
960,87,87,600,66.0
961,120,120,600,63.0
962,77,77,600,78.0
963,74,74,600,90.0
964,124,124,600,87.0
965,74,74,600,93.0
966,82,82,600,81.0
967,97,97,600,84.0
968,118,118,600,63.0
969,115,115,600,90.0
970,119,119,600,63.0
971,94,94,600,63.0
972,116,116,600,84.0
973,78,78,600,78.0
974,384,384,601,42.0
975,113,113,600,69.0
976,89,89,600,84.0
977,77,77,600,78.0
978,100,100,600,81.0
979,89,89,600,98.0
980,96,96,600,69.0
981,205,205,600,78.0
982,118,118,600,66.0
983,498,498,600,33.0
984,388,388,600,48.0
985,102,102,600,90.0
986,107,107,600,78.0
987,93,93,600,87.0
988,91,91,600,81.0
989,126,126,600,78.0
990,97,97,600,72.0
991,88,88,600,72.0
992,87,87,600,75.0
993,85,85,600,81.0
994,100,100,601,81.0
995,108,108,600,90.0
996,94,94,600,84.0
997,95,95,600,72.0
998,81,81,600,69.0
999,107,107,600,84.0
1000,79,79,600,87.0
